label	tagged_in_context
loaded_language	“<BOS> Boy, you all want power <EOS>,” he shouted. 
exaggeration,minimisation	He explained he went to Jordan in part to find like-minded Muslims, and because <BOS> he wanted to do something “bigger, better, and more purposeful” – like dying in the cause of Allah <EOS>. 
doubt	The author went on to write that <BOS> this protestant should know what the Bible says about those in authority <EOS>. 
not_propaganda	Indeed, it was understood, as the Washington Post said, that Francis’ trip to Latin America – dogged by protests over Barros both in person at the pope’s appearances and in the press – was in part intended as “an apology tour” <BOS> to <EOS> abuse survivors. 
doubt	If they wanted something on the guy, <BOS> why don't they bring up his involvement in the Vince Foster cover-up <EOS>? 
doubt	Wills’ peaceful fantasy Qur’an raises one massive question that the author does not and cannot answer: <BOS> if the Islamic holy book is really as peaceful and benign as Garry Wills makes it out to be, why do so very many Muslims worldwide misunderstand it <EOS>? 
name_calling,labeling	We will learn nothing about Kavanaugh that makes him any less eminently qualified for the Supreme Court, nothing that can add to the thousands of pages of documents already presented to the Committee, or the hundreds of hours of the judge’s testimony before <BOS> rabid partisans and office-seekers <EOS>. 
loaded_language	They want to prosecute Assange and maybe <BOS> hang him from the rafters <EOS> in Congress, but what about Judith Miller and The New York Times lying the West into war? 
exaggeration,minimisation	Yet, from the very beginning, <BOS> the mainstream media has never given any serious consideration <EOS> to the possibility that Oswald was framed for the crime. 
loaded_language	Meanwhile, another story just breaking at Fox News provides even more evidence that Peter Strzok is the big bad guy in the FBI <BOS> mess <EOS>. 
repetition	#Update: Teen who made national news after having <BOS> #MAGA <EOS> hat stolen at a San Antonio fast food restaurant just got this in the mail. 
exaggeration,minimisation	Patel joked that being gay cannot be a choice because “<BOS> no one looks in the mirror and thinks, ‘this black thing is too easy, let me just add another thing to it <EOS>.’” 
not_propaganda	<BOS> — Senator Jim Nielsen <EOS> (@CASenatorJim) December 1, 2017 
not_propaganda	Those who argue for its abolition do not necessarily put society in danger considering possibilities <BOS> of <EOS> penal systems. 
not_propaganda	“In treasuring this gift of priestly celibacy we <BOS> need to recognize more clearly the intimate link between the <EOS> Ministerial Priesthood and the reality of the Eucharist. 
not_propaganda	And a big announcement <BOS> at <EOS> the end of the show. 
exaggeration,minimisation	And it gets <BOS> even worse <EOS>: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.” 
repetition	<BOS> They do not exist <EOS>.” And he has also said: “Authentic Islam and the proper reading of the Koran are opposed to every form of violence.” 
flag_waving	Not surprisingly, the CIA’s Mexico City operations regarding Oswald are among the 98 percent of the records that Trump and the CIA have chosen to continue <BOS> keeping secret from the American people <EOS>, on grounds of “national security” of course. 
repetition	With <BOS> MAGA <EOS> hat in hand, the man walks away saying “Bitch ass motherf**ker.” 
not_propaganda	“When I called it, it is the Democratic Party of Florida,” she said <BOS> in a Nov. 8 email to DOS <EOS> officials. 
not_propaganda	Completing this poll grants <BOS> you access to <EOS> Freedom Outpost updates free of charge. 
causal_oversimplification	"<BOS> This tragedy could have been prevented if San Francisco had simply turned the alien over to ICE as we requested, instead of releasing him back onto the streets," <EOS> ICE Director Thomas Homan said in a statement on Thursday. 
loaded_language	As Paul Sperry writes at the New York Post, working with Sen. Dianne Feinstein (D-Calif.) and backed financially by George Soros’s money, Ford’s lawyers spent the last few days <BOS> gaming the system <EOS>. 
loaded_language	The sum of all this has been, as in many other episodes, that Trump and his White House are a gang that can’t shoot straight and that he’s eager to blame his allies and lash out at his enemies in <BOS> ugly ways <EOS> when things go wrong. 
name_calling,labeling	In his 2005 book Memory and Identity, John Paul referred to homosexuality as <BOS> an “ideology of evil <EOS>,” insisting of so-called 'gay marriage' that: 
not_propaganda	You <BOS> did the right <EOS> thing in this matter. 
causal_oversimplification	Once again this year we see that <BOS> Ramadan is quintessentially the month of jihad <EOS>. 
not_propaganda	In October, SSMU’s <BOS> General Assembly moved <EOS> to ratify the 12-member Board of Directors. 
not_propaganda	Since then, <BOS> five cases have been identified as international aid agencies, stretched thin <EOS> by Madagascar’s black death outbreak, have rushed to deploy teams on the ground to control the recent outbreak. 
doubt	<BOS> Where is Berg's blog post on that? <EOS> 
appeal_to_fear_prejudice	<BOS> Anyone who doubts this is an invasion only need look at the size of the caravan and those that make up the majority of those marching towards our border <EOS>. 
repetition	<BOS> I do not say that <EOS>. 
not_propaganda	I first reported that 3-D guns were for <BOS> real back in July <EOS> of 2012, when an internet gunsmith by the name of "Have Blue" produced an AR style pistol that fired both .22 and .223 caliber bullets. 
name_calling,labeling	I might suggest <BOS> he is a renegade <EOS> now. 
exaggeration,minimisation	British politician Nigel Farage once helped convince Britons to vote for Brexit and separate from the European Union, but British establishment politicians have done <BOS> everything they could <EOS> to sabotage that vote since then. 
flag_waving	The Iranians also operate a global network of jihad terror organizations, one of which, Hizballah, is quite active in Mexico now, with the obvious ultimate intention of crossing the border and committing jihad massacres <BOS> of Americans <EOS>. 
loaded_language	<BOS> A TIE <EOS> . 
appeal_to_fear_prejudice	And it won’t bring down the regime which by its nature ensures all of these things will remain <BOS> a menace to the US, its allies and international security as a whole <EOS>. 
not_propaganda	Firearms are often used in assassination, <BOS> often very ineffectively…. <EOS> 
loaded_language	This <BOS> schizophrenia <EOS> is the model under which “conservatives” have operated all this time, and by which they have judged a man like Joseph Ratzinger to be a “conservative champion of orthodoxy.” And what has this achieved? 
causal_oversimplification	Whatever else might be said about the assassination of President Kennedy, one thing is for sure: <BOS> The cover-up of this particular U.S. regime-change operation <EOS> was one of the most ingenious and cunning plots ever designed. 
not_propaganda	That will never <BOS> happen. <EOS> 
loaded_language	<BOS> They kick and scream and lie and pout <EOS>. 
name_calling,labeling	This email leaked to Fox News and Breitbart News and is now likely to become a centerpiece in the case that Google is throwing its weight around to interfere in elections in the United States in a partisan manner against <BOS> the duly elected President of the United States <EOS>. 
